customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3762-CUST,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),76.8,3585.08,No
3763-CUST,Male,0,No,No,61,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,93.75,5719.24,Yes
3764-CUST,Male,0,Yes,No,66,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,61.21,4017.88,No
3765-CUST,Female,0,No,No,34,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,55.43,1908.15,No
3766-CUST,Female,1,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),75.31,4012.87,No
3767-CUST,Male,0,Yes,Yes,12,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),60.05,712.37,No
3768-CUST,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,616.1,No
3769-CUST,Female,0,Yes,No,58,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),79.41,4618.86,No
3770-CUST,Female,0,No,No,21,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),58.67,1208.14,Yes
3771-CUST,Female,0,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.74,288.4,No
3772-CUST,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,202.2,No
3773-CUST,Female,0,No,Yes,31,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,80.69,2498.19,Yes
3774-CUST,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.67,85.56,Yes
3775-CUST,Male,0,No,Yes,44,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.18,3646.63,Yes
3776-CUST,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),70.8,2748.7,No
3777-CUST,Male,1,No,Yes,21,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),61.9,1306.53,Yes
3778-CUST,Female,0,No,No,3,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),65.74,206.63,Yes
3779-CUST,Female,0,No,Yes,10,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.67,542.81,Yes
3780-CUST,Male,0,Yes,Yes,24,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),47.9,1146.22,No
3781-CUST,Female,0,Yes,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.51,223.97,No
3782-CUST,Female,0,No,No,14,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),74.85,1026.66,No
3783-CUST,Male,0,No,No,2,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),73.72,179.99,No
3784-CUST,Female,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.05,2179.09,Yes
3785-CUST,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.44,109.19,No
3786-CUST,Female,0,Yes,No,21,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,65.68,1386.32,No
3787-CUST,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.06,1334.98,Yes
3788-CUST,Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,82.07,4678.35,No
3789-CUST,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Mailed check,62.36,2473.01,No
3790-CUST,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,83.56,500.09,Yes
3791-CUST,Male,0,No,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.1,1486.04,No
3792-CUST,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,89.24,5370.98,No
3793-CUST,Male,0,No,No,47,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,57.8,2740.64,No
3794-CUST,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),81.2,2022.12,Yes
3795-CUST,Female,0,Yes,No,47,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),66.3,3102.5,No
3796-CUST,Female,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.24,977.57,No
3797-CUST,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.94,3660.72,Yes
3798-CUST,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,82.37,4605.89,No
3799-CUST,Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,78.81,1554.72,No
3800-CUST,Male,0,No,Yes,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),82.62,1773.42,Yes
3801-CUST,Male,0,No,No,2,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),65.31,134.91,No
3802-CUST,Male,1,No,No,27,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,85.12,2263.21,Yes
3803-CUST,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,83.89,4864.85,No
3804-CUST,Male,0,Yes,No,44,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),70.47,3118.06,No
3805-CUST,Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.95,762.29,No
3806-CUST,Female,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),101.13,1014.03,No
3807-CUST,Female,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.59,911.39,No
3808-CUST,Female,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,1213.99,No
3809-CUST,Female,0,No,No,20,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Mailed check,56.77,1123.25,No
3810-CUST,Female,0,No,No,41,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,53.56,2202.97,No
3811-CUST,Male,1,Yes,No,25,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),52.91,1318.3,No
3812-CUST,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,65.76,181.69,Yes
3813-CUST,Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,597.65,No
3814-CUST,Male,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.35,132.78,No
3815-CUST,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),66.69,1348.34,Yes
3816-CUST,Male,0,No,Yes,62,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),85.24,5302.95,No
3817-CUST,Male,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.15,3705.53,No
3818-CUST,Female,0,No,No,68,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),55.67,3767.07,No
3819-CUST,Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,532.15,No
3820-CUST,Female,0,No,Yes,12,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,75.8,896.65,Yes
3821-CUST,Female,0,No,Yes,29,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,72.5,2080.66,Yes
3822-CUST,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.74,359.27,No
3823-CUST,Male,0,No,No,66,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,81.72,5417.01,No
3824-CUST,Female,0,No,No,47,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),76.83,3605.92,No
3825-CUST,Female,0,No,No,56,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,65.68,3654.02,No
3826-CUST,Male,1,Yes,No,6,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,80.57,466.56,Yes
3827-CUST,Male,0,No,Yes,30,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.19,1996.98,No
3828-CUST,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),64.71,362.0,Yes
3829-CUST,Female,0,Yes,No,11,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.37,666.33,Yes
3830-CUST,Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.16,4279.85,No
3831-CUST,Female,1,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.74,987.93,No
3832-CUST,Male,0,No,No,54,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,62.5,3401.99,No
3833-CUST,Male,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,854.48,No
3834-CUST,Male,0,Yes,No,72,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,49.59,3573.76,No
3835-CUST,Male,0,No,No,15,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),54.09,804.9,No
3836-CUST,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.58,3373.04,No
3837-CUST,Male,0,No,Yes,39,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,58.68,2276.43,No
3838-CUST,Female,1,No,No,11,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),68.38,773.29,No
3839-CUST,Male,0,Yes,No,48,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,68.59,3270.42,No
3840-CUST,Female,1,Yes,Yes,4,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),62.41,255.64,Yes
3841-CUST,Female,1,No,No,10,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.3,712.33,No
3842-CUST,Female,0,No,No,26,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.36,2318.25,No
3843-CUST,Female,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.12,3044.5,No
3844-CUST,Female,1,Yes,No,37,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.12,3325.4,Yes
3845-CUST,Female,0,Yes,No,13,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,67.2,835.86,Yes
3846-CUST,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),72.37,4937.82,No
3847-CUST,Female,0,No,No,25,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,67.29,1675.72,No
3848-CUST,Male,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),86.41,3886.1,No
3849-CUST,Male,1,No,No,20,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,73.51,1502.61,No
3850-CUST,Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,85.59,1279.07,No
3851-CUST,Male,0,No,No,36,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,74.88,2702.94,No
3852-CUST,Male,1,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.35,95.09,No
3853-CUST,Male,0,No,No,23,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,77.56,1828.56,No
3854-CUST,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,78.85,3219.73,Yes
3855-CUST,Male,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),90.67,431.3,No
3856-CUST,Female,0,Yes,No,23,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,83.24,1861.24,Yes
3857-CUST,Male,0,Yes,No,20,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.67,1425.96,No
3858-CUST,Female,0,No,No,0,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,82.1, ,Yes
3859-CUST,Male,0,No,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),63.68,3497.55,No
3860-CUST,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.05,825.56,Yes
3861-CUST,Male,0,No,No,37,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),66.29,2444.27,No
3862-CUST,Female,0,Yes,No,67,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,73.14,4933.8,No
3863-CUST,Male,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,273.78,Yes
3864-CUST,Female,0,No,Yes,38,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.83,3256.72,No
3865-CUST,Male,0,No,Yes,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),95.62,1777.37,Yes
3866-CUST,Female,1,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,85.64,5748.27,No
3867-CUST,Male,0,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),79.56,1908.39,No
3868-CUST,Female,0,No,No,20,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.25,1495.95,Yes
3869-CUST,Male,0,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),76.94,2701.56,No
3870-CUST,Male,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,419.29,No
3871-CUST,Male,1,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.84,1535.2,No
3872-CUST,Male,1,No,No,32,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),72.93,2320.24,No
3873-CUST,Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,91.39,2844.34,No
3874-CUST,Female,0,No,No,12,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),72.65,860.7,Yes
3875-CUST,Male,0,No,No,33,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,63.75,2115.41,Yes
3876-CUST,Male,0,Yes,No,49,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.46,3161.4,No
3877-CUST,Female,0,No,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,75.23,2045.18,Yes
3878-CUST,Male,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,1201.5,No
3879-CUST,Male,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),78.07,1317.89,Yes
3880-CUST,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,72.23,361.17,Yes
3881-CUST,Female,0,No,Yes,52,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,82.84,4291.87,No
3882-CUST,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),83.78,3845.55,Yes
3883-CUST,Male,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.66,936.19,No
3884-CUST,Female,1,No,Yes,30,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,60.06,1807.84,No
3885-CUST,Male,1,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,184.89,No
3886-CUST,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.07,984.39,No
3887-CUST,Female,0,No,No,0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.59, ,No
3888-CUST,Female,0,No,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,1192.59,No
3889-CUST,Male,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,110.59,No
3890-CUST,Male,0,No,No,45,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),76.32,3463.86,Yes
3891-CUST,Female,0,No,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),92.89,2386.39,Yes
3892-CUST,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.0,697.58,Yes
3893-CUST,Female,0,Yes,No,43,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),70.07,3012.01,No
3894-CUST,Female,0,No,No,20,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),52.45,1028.04,No
3895-CUST,Female,0,No,No,34,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),89.26,3021.5,No
3896-CUST,Male,1,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,308.76,No
3897-CUST,Male,0,No,No,48,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),61.95,2935.18,No
3898-CUST,Male,1,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,84.63,1100.17,No
3899-CUST,Male,0,Yes,Yes,15,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,52.05,749.22,No
3900-CUST,Male,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.74,677.99,No
3901-CUST,Female,1,Yes,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),77.61,997.97,No
3902-CUST,Female,1,No,Yes,41,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.86,3225.36,No
3903-CUST,Female,1,No,No,23,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,65.45,1487.03,Yes
3904-CUST,Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,78.48,1805.38,No
3905-CUST,Female,0,Yes,Yes,31,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,71.64,2226.34,No
3906-CUST,Female,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.11,632.73,No
3907-CUST,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,73.29,958.48,No
3908-CUST,Female,1,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.84,2441.74,Yes
3909-CUST,Female,0,Yes,Yes,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,383.24,No
3910-CUST,Female,0,No,Yes,35,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),75.23,2640.73,No
3911-CUST,Male,1,No,Yes,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),81.35,2414.59,Yes
3912-CUST,Female,1,No,Yes,43,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),76.27,3268.87,No
3913-CUST,Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,86.94,249.15,Yes
3914-CUST,Male,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,85.62,3483.7,Yes
3915-CUST,Male,0,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.21,835.57,No
3916-CUST,Female,1,No,No,48,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.73,4158.29,No
3917-CUST,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,81.97,619.6,Yes
3918-CUST,Female,0,No,No,61,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,58.41,3580.15,No
3919-CUST,Male,1,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.0,446.31,No
3920-CUST,Male,0,No,No,56,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,56.27,3182.32,No
3921-CUST,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.23,335.64,Yes
3922-CUST,Male,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,80.88,1915.31,Yes
3923-CUST,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.44,290.29,No
3924-CUST,Male,1,No,Yes,3,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,67.29,219.32,Yes
3925-CUST,Female,0,No,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,467.24,No
3926-CUST,Female,0,Yes,No,43,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,70.83,3025.45,No
3927-CUST,Female,0,Yes,Yes,49,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),48.93,2381.26,No
3928-CUST,Male,1,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.43,503.94,No
3929-CUST,Female,1,No,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,88.6,2922.41,Yes
3930-CUST,Female,0,No,Yes,24,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.85,2203.72,Yes
3931-CUST,Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,72.22,3407.62,Yes
3932-CUST,Female,0,No,No,41,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),54.35,2202.22,No
3933-CUST,Male,0,No,Yes,18,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),92.68,1698.8,Yes
3934-CUST,Male,0,No,Yes,39,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.98,3075.45,No
3935-CUST,Male,0,No,No,32,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),44.17,1440.45,No
3936-CUST,Male,0,Yes,No,64,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,62.45,4007.0,No
3937-CUST,Female,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,99.44,513.16,No
